Time,GDP___DEM_1,GDP___DEM_2,GDP___DEM_3,GDP___SUP_1,GDP___SUP_2,GDP___SUP_3,GDP___POL_1,GDP___POL_2,GDP___POL_3,CPI___DEM_1,CPI___DEM_2,CPI___DEM_3,CPI___SUP_1,CPI___SUP_2,CPI___SUP_3,CPI___POL_1,CPI___POL_2,CPI___POL_3,STN___DEM_1,STN___DEM_2,STN___DEM_3,STN___SUP_1,STN___SUP_2,STN___SUP_3,STN___POL_1,STN___POL_2,STN___POL_3
2014-Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-Q4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-Q1,0.851800743291035,0.91432360977185,0.984075728361848,0,0,0,0,0,0,0.0685246209751929,0.135865204336797,0.206508906625842,0.577970172452214,0.619766887990007,0.668151967775138,0,0,0,0.221581417175631,0.304412653276535,0.400618783814523,0.0464742066453878,0.129209585798993,0.209002815207021,0.736330623299288,0.788417119362989,0.847323978529624
2015-Q2,0.702583765145298,0.775046781621969,0.865459413475374,-0.0682060013983378,-0.0155295603455293,0.0399808596911945,-0.0168332622650733,0.0291636415376362,0.0765954988174408,0.12455004804598,0.205175944982409,0.285394631143841,0.568921365643529,0.623439739947117,0.684532793399179,0.0101675496911099,0.040181267543593,0.0743519553831725,0.294221810136884,0.392891837316898,0.497919306940695,0.110361554347657,0.20080723765144,0.293352236337433,0.639262385564092,0.703014524696234,0.77350994062258
2015-Q3,0.466814779049633,0.559804720716974,0.661017786144206,-0.136810935192599,-0.0636128932718416,0.00770399043374955,-0.0508467413584232,0.00712305197847405,0.0647577093126495,0.153692691652328,0.24602132517741,0.336216244870304,0.507426800282102,0.570472256229162,0.641290756490323,0.0106580087725743,0.0535710685662221,0.0977517957970119,0.330758491239324,0.44501093796269,0.570420964918004,0.205885213383892,0.305545157290027,0.408484453707459,0.551233118894248,0.621310794877889,0.69865928545043
2015-Q4,0.282998237534404,0.38226393885957,0.493930747028637,-0.185328541838583,-0.102138378757806,-0.0123220052846423,-0.0789979023180305,-0.0147176075162583,0.0495415724810795,0.164393953259047,0.266431030207788,0.37747235661546,0.437040068125451,0.516370772577463,0.601059454481775,0.00348963823737687,0.0603095450874234,0.116263818203179,0.344343546284064,0.477606021049072,0.629331085506165,0.261758329540288,0.382822576033782,0.506158354264595,0.471620834263764,0.55119902096039,0.638307023279083
