Time,GDP_1,GDP_2,GDP_3,CPI_1,CPI_2,CPI_3,STN_1,STN_2,STN_3,GDP_resid_1,GDP_resid_2,GDP_resid_3,CPI_resid_1,CPI_resid_2,CPI_resid_3,STN_resid_1,STN_resid_2,STN_resid_3,Oil_1,Oil_2,Oil_3
2014-Q3,1.930290154,1.930290154,1.930290154,1.283036682,1.283036682,1.283036682,0.09,0.09,0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-Q4,2.678003206,2.678003206,2.678003206,0.623552252,0.623552252,0.623552252,0.1,0.1,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015-Q1,1.38651023289655,2.49588233374521,3.67517211226909,-0.154626229870473,0.738776131312404,1.61095645729531,-1.02953006020374,0.167101077950909,1.29530087642586,-1.05363882290082,0.0415020915166316,1.2011328184087,-0.850642912982754,0.00242147494937316,0.869026367733048,-1.11456772388939,0.061689574009711,1.1851900087438,94.32,94.32,94.32
2015-Q2,0.742028004032989,2.26488783102831,3.86614100148456,-0.37963826119358,0.880332686268892,2.1118865691696,-1.50318469057092,0.149218547213234,1.6809436340607,-1.19451220733189,-0.0253813146815928,1.17830847164475,-0.763342801670602,-0.00120038689816745,0.737871236083885,-1.04859568431263,0.0189864119702606,1.09546632086027,94.32,94.32,94.32
2015-Q3,0.330864626233432,2.09216172677001,3.89812003561099,-0.531894421787867,0.974183269740703,2.49852233879312,-1.97482632616208,0.0625251251913437,1.94801290578221,-1.13212414123434,-0.0138365186489643,1.12220843810593,-0.839197050646139,-0.0317941591717629,0.84916638046173,-1.14916668370865,-0.000477341899039796,1.13900012996767,94.32,94.32,94.32
2015-Q4,0.0608586283746048,2.02823887427646,3.89588250300232,-0.664075702727158,1.08419906769374,2.80176379045665,-2.22835880500542,0.157671461907228,2.2630460011473,-1.16012687655558,0.0716586070792678,1.20402357583934,-0.748508652559566,0.0183500150980846,0.837557366856422,-1.05781261651827,0.0616407751344191,1.24579082869155,94.32,94.32,94.32
2016-Q1,-0.0861992872875961,1.8662303028154,3.78765379681393,-0.71530817457152,1.11380909459037,3.05890296124719,-2.54098691819332,0.121151482754057,2.61128311331454,-1.14899621224632,-0.0113965576527688,1.09187021838383,-0.806081261632215,-0.0131753073419157,0.800060362983369,-1.15792589239969,-0.00825492040960789,1.23641204053438,94.32,94.32,94.32
2016-Q2,-0.123989990277492,1.73968114609809,3.80933282439591,-0.80673697498672,1.18105355303481,3.37581834937376,-2.97804999656548,0.0816892684355245,2.89298822949411,-1.15837629812339,0.00959591350535288,1.20527745328783,-0.797611243336905,-0.0316042553967963,0.8362816377481,-1.08133198620883,0.027623952976134,1.13085673354028,94.32,94.32,94.32
2016-Q3,-0.326859041398217,1.58993379548493,3.6641277723164,-0.843490915773908,1.22321040345818,3.58389953300769,-3.10604621674533,0.198397184074419,3.161198696215,-1.21363769655813,-0.08304957459022,1.08025808148286,-0.822581776933158,0.0248606455576614,0.831801481072212,-1.07807350028613,0.025584216693819,1.09353416795687,94.32,94.32,94.32
2016-Q4,-0.471550213772683,1.47452037439612,3.68691551723589,-1.03885912057953,1.2613006611263,3.6841312193534,-3.48146312620956,0.230556578781375,3.57010008483158,-1.15725370050884,-0.0612306344386771,1.07485169839069,-0.81209735275274,-0.0122484471167474,0.807363476647514,-1.03341177199046,0.0595673858287037,1.10870145120415,94.32,94.32,94.32
